VideoName,Frame,radar_range,radar_angle,cam_tick,rad_tick,lateral_dist,TargetID,Data_Confidence
20180101_1511_50400,162,72.15,0.4000000000000057,5811006,5811006,0.5036979219059124,26,87.0
20180101_1511_50400,162,73.35000000000001,-0.20000000000000284,5811006,5811006,-0.2560392769391229,35,95.0
20180101_1511_50400,165,71.2,0.0,5811146,5811146,0.0,26,87.0
20180101_1511_50400,165,72.45,-0.20000000000000284,5811146,5811146,-0.2528976907190109,35,95.0
20180101_1511_50400,166,70.5,0.0,5811208,5811224,0.0,26,94.0
20180101_1511_50400,166,61.25,2.799999999999997,5811208,5811224,2.992048348983103,28,55.0
20180101_1511_50400,166,71.75,-0.20000000000000284,5811208,5811224,-0.250454234770035,35,90.0
20180101_1511_50400,167,70.5,0.0,5811224,5811224,0.0,26,94.0
20180101_1511_50400,167,61.25,2.799999999999997,5811224,5811224,2.992048348983103,28,55.0
20180101_1511_50400,167,71.75,-0.20000000000000284,5811224,5811224,-0.250454234770035,35,90.0
20180101_1511_50400,168,70.5,0.0,5811255,5811224,0.0,26,94.0
20180101_1511_50400,168,61.25,2.799999999999997,5811255,5811224,2.992048348983103,28,55.0
20180101_1511_50400,168,71.75,-0.20000000000000284,5811255,5811224,-0.250454234770035,35,90.0
20180101_1511_50400,169,69.55,-0.29999999999999716,5811271,5811302,-0.36416127826336325,26,94.0
20180101_1511_50400,170,69.55,-0.29999999999999716,5811302,5811302,-0.36416127826336325,26,94.0
20180101_1511_50400,170,70.85000000000001,-0.20000000000000284,5811302,5811318,-0.24731264854992308,35,85.0
20180101_1511_50400,171,68.85000000000001,-0.29999999999999716,5811364,5811364,-0.36049610364389023,26,97.0
20180101_1511_50400,171,70.15,-0.20000000000000284,5811364,5811364,-0.2448691926009471,35,80.0
20180101_1511_50400,172,68.85000000000001,-0.29999999999999716,5811380,5811364,-0.36049610364389023,26,97.0
20180101_1511_50400,172,70.15,-0.20000000000000284,5811380,5811364,-0.2448691926009471,35,80.0
20180101_1511_50400,178,67.9,-0.7000000000000028,5811630,5811630,-0.8295343425636597,26,97.0
20180101_1511_50400,178,69.25,-0.29999999999999716,5811630,5811630,-0.36259048914073194,35,76.0
20180101_1511_50400,179,67.15,-1.0,5811692,5811692,-1.1719290722746627,26,99.0
20180101_1511_50400,179,68.5,-0.09999999999999432,5811692,5811692,-0.11955499102464111,35,88.0
20180101_1511_50400,180,67.15,-1.0,5811708,5811692,-1.1719290722746627,26,99.0
20180101_1511_50400,180,68.5,-0.09999999999999432,5811708,5811692,-0.11955499102464111,35,88.0
20180101_1511_50400,181,66.2,-1.2999999999999972,5811770,5811786,-1.5019014569028422,26,99.0
20180101_1511_50400,181,67.60000000000001,-0.09999999999999432,5811770,5811786,-0.11798419552212759,35,88.0
20180101_1511_50400,182,66.2,-1.2999999999999972,5811801,5811786,-1.5019014569028422,26,99.0
20180101_1511_50400,182,67.60000000000001,-0.09999999999999432,5811801,5811786,-0.11798419552212759,35,88.0
20180101_1511_50400,183,64.5,-2.0,5811864,5811864,-2.25101749892869,26,89.0
20180101_1511_50400,183,65.75,1.7000000000000028,5811864,5811864,1.9505555153329093,35,94.0
20180101_1511_50400,184,64.5,-2.0,5811879,5811864,-2.25101749892869,26,89.0
20180101_1511_50400,184,65.75,1.7000000000000028,5811879,5811864,1.9505555153329093,35,94.0
20180101_1511_50400,184,67.2,2.0,5811879,5811910,2.3452461384187284,12,55.0
20180101_1511_50400,185,67.2,2.0,5811926,5811910,2.3452461384187284,12,55.0
20180101_1511_50400,185,63.75,-2.200000000000003,5811926,5811910,-2.447222787604796,26,84.0
20180101_1511_50400,185,64.9,2.299999999999997,5811926,5811910,2.6045532909581004,35,97.0
20180101_1511_50400,186,67.2,2.0,5811942,5811910,2.3452461384187284,12,55.0
20180101_1511_50400,186,63.75,-2.200000000000003,5811942,5811910,-2.447222787604796,26,84.0
20180101_1511_50400,186,64.9,2.299999999999997,5811942,5811910,2.6045532909581004,35,97.0
20180101_1511_50400,187,65.45,1.7999999999999972,5811988,5811957,2.055834146606281,12,78.0
